Author,Rating,Review
John Krough,Rated 1 out of 5 stars,N/A
Angela Handel,Rated 1 out of 5 stars,Love the game had it for years. Never gave out any of my info and my account has been hacked while supercell just blocks my account and has said little to fix the problem or to know how this even happened.
Strategic Hacker,Rated 1 out of 5 stars,"I play Clash Royale, Clash of Clans, Brawlers. Very very bad customer support especially in the Brawlers.I reported the bug. It basically tell me I am idle after I clicked the play again button in the soccer match. It doesn't bother me that much because it happened only about once per month. They want me to send a video of that. How the hell do I show the proof since it is not like there is a replay button unless I always record whenever I play games! It made me unhappy because play again is very useful when you just met the other players that you click with. They told me about using VPN and stuffs would happen. I told them I don't use VPN, and my internet connection is always at least 100Mbps down and 5Mbps upload on any device since I am the only user in my house.This next issue totally made me write review in here. I reported the player who intentionally scored against his own team like own goal twice which makes us lose the game. That teammate teamed up with other team player. I have a replay. I told the customer support how can I send a replay so that they can ban that player account. They just reply me template about AFK and how they use bot in case the player got disconnected. I explained them again that I know what AFK and bot is, and I am not reporting about that and I am reporting separate issue. I also told them that they should read my messages carefully before scanning the message and reply me with template. Another agent replied and this time, it is worst. He said they have already reply reasonable answer, and thus, they won't be replying me anymore even I contact them again. Very disgraceful. I mean does Supercell create the bot that score his own goal twice?I have spent more than $500 in Supercell. This is how they treat the premium customer. Human Resource should give penalty or fire those 2 customer support agents(Nick Fa and Sparky). I am more mad to these 2 agents than the actual player, JORGE RAMOS)"
Carlee Daughdrill,Rated 1 out of 5 stars,This organization is going to the dump. I've had a few problems with then through the years and they ate never able to resolve the problems. They are so strict and go with their policy which is ignor it and it will go away. I'm glad they have made all the money they need because they will never get another dollar from me.
Grim Sadist,Rated 1 out of 5 stars,Most terrible customer support iv seen in a while talking to the other person feels like talking to a wall
Chris L,Rated 1 out of 5 stars,"This is a terrible money hole game. Do not give any more money to China, this is ridiculous. Their updates are awful, they only update the cards that they like as the makers of the game, they don't listen to their players, you have to pay money if you want to get better and actually win, the moderators are rude, and The Meta of the game cheats"
slimshady,Rated 1 out of 5 stars,"D1ckhe4ds customer service, 4ssh0le gameplay, m0therf4cker ingame purchase full of fraud"
Larrytheblobfish .p,Rated 2 out of 5 stars,The matchmaking is rigged 90% of the time you get an butt (gosh dang app wont let me swear) who play 24/7 and are intended to brutally end your life The game ideas are good just poorly executed
9877891,Rated 1 out of 5 stars,"I tried to get my account back, so I contacted them through email, they then told me to use the in game contact which I did and it got my other account banned."
Onbekend,Rated 1 out of 5 stars,I Have been a loyal player for 3 years then my account was lost. Supercell id gave an error. I asked customer support their answer was that this account never exsisted but i can see that my account still is in de clan. Thx for helpin supercell you got milions of dollars and you cant get a good support. They will never see this cause they dont read hate only love.
Cheng Han,Rated 1 out of 5 stars,"My game froze when I ask supercell the issue thye said it was because that u didn't update but I said I already did then they said its your ram GB or try uninstall it or don't leave unwanted tabs open,  but then I was like my ram is 16 g with 54 left why would I risk losing trophy by opening tabs and I've tried reinstalling, then thye didn't respond and close the case the following dayWorst service stupid balance update all they do is add death dmg honestly should add death dmg to xbow bloon more dmg everything"
Heimdall ,Rated 1 out of 5 stars,"I have had COC since the beginning and got Royale when it was released. Have not been as unhappy as a lot of the poor reviews I have been reading but the last update on Clash Royale is truly crap. I won’t ever contact supercell customer service after the reviews I’ve seen and after 7 years of being a loyal player, I’m out. There are plenty of games to play that don’t have as poor of customer service as SC."
BEAR RANGER,Rated 1 out of 5 stars,"I'm upset I even gave these guys a 1 star!!!! Worst customer support I have ever dealt with. They completely robbed me of my account, I ended up getting hacked after years of playing the game. After I inquired about it the only thing they can tell me is to review their terms and services !!!!!! How is this even fair, worst company I have ever heard of and I will be posting this all over every media site I can find and every review site I can find and I will be spreading the word....thanks for nothing supercell you have robbed me of my account, years of loyal gaming, and money!!!!! Way to treat people that are in the military!"
Boombino,Rated 5 out of 5 stars,"I am playing Hay Day for almost 4 years now and until now it's the number one game for me. It's a stress free game. It relaxes me whenever I play it. It's kinda realistic game. I am always waiting for the gifts and rewards such as diamonds and decorative figures. Kudos to the Supercell team. I am still hoping for the updates again soon regarding the farm expansion, decorations, etc. Thank you Supercell!!!"
Paula,Rated 1 out of 5 stars,"I’ve played clash of clans for five years now. I’ve probably spent over £200 on the game. Just the odd couple of pounds here and there but it adds up. But as you move up the levels it gets to a point where you are put in far too higher level and you and your defence against attackers loses every time and you do not swap sonny to levels you can play well in at least some of the timed . You become disheartened and give up. Also the customer service is shocking. Surely robots answer game players queries because their responses continually don’t make sense. I strongly suspect their customer service reps, have to be auto reply robots. I requested for weeks an explanation as to why I wasn’t getting all of my win stars in successful battles...useless non sensical replies came back....I gave up. Weeks later I realised I was reaching my daily limit. Would it have been so terribly hard to explain that to a customer. Apparently yes."
Duck C,Rated 1 out of 5 stars,I’ve played Clash of Clans for four years now. I have multiple accounts with one of those being max. The game is complete trash at TH11-12. Gameplay isn't fair at TH12 for most players. I experience bad programming from supercell on most of my troop directions and heroes. I’ve recently had level 2 infernos on a rushed base take down a max army and max queen walk. Unfortunately these problems have never been fixed and doesn’t look to be fixed any time soon. After almost five years playing the game I’m ready to call it quits due to bad programming at TH11-12.
Gina Won,Rated 1 out of 5 stars,"No doubt the company developed decent games; Clash of Clan; Clash Royale etc. However it's the customer service and the development team's lack of effort to balance the fairness of matches cause the anger of most of players. I personally spent many money and have been really good player enjoyed many good moment on this game. (Was top 200 in my local)  However; the direction of the game (adding more contents to lure players to spend more money for additional features) is not what can make most of people happy. I believe many users are still willing to see the balance of matches better, also hoping to see Supercell can improve customer service and player experience, It will definitely make the game more enjoyable. Unfortunately Supercell has already completely lost many players' respect and trust. I doubt supercell's game will still propel in 10 years later if they do not take customer review seriously. Overall, i've had good time enjoying the game until recently, it became fully a bad experiences for all $500 + USD I spent on this games over last 3 years."
NigelK,Rated 1 out of 5 stars,Rigged matches and definitely pay to win. The game’s algorithm finds other players with cards that you’ve historically lost to a significant amount of time and pairs you with them so you can’t progress. Stupid rigged draft challenges that forces you to cough up money after you lose. Supercell? More like supershit.
Michael Sterling,Rated 1 out of 5 stars,Good job at creating rigged games specifically meant to anger people and force them to pay in order to win. Clash Royale is a total piece of trash game.
MoeyGamer13,Rated 1 out of 5 stars,Supercell fu king needs to fix their game with matchmaking the game clash royale is so fu  king garbage!
Gareth ,Rated 1 out of 5 stars,"Supercell online customer support is horrific.  I was given an incorrect answer (lied too) by the operator who first replied to me question, then the subsequent responses from different customer service agents differed.  When I questioned why the first agent had lied to me, the ignored the question, I asked again and a third agent tried to palm me off before closing the conversation.  Don’t invest your money into this game, they really don’t care about their users."
Jay Patel,Rated 1 out of 5 stars,f u c k off super cell all games and all makers of game members
Youngjoo Kim,Rated 1 out of 5 stars,"My friend tried to find his lost account from many years ago, and so he first installed the game again and then contacted the service team in-game. They asked three questions, and he replied and then the next day he got banned. There are no replies from e-mail contacts and so he can do nothing. I tried to help via my app, and they keep saying as if I’m phishing his account and they are not providing enough information so he can find his account. I already have an account, which is linked to the gamecenter and supercell. Absurd, pathetic, and totally the worst service quality ever. Despite the good games, I just don’t want to play it anymore.. So disappointing."
Renuka Arun,Rated 1 out of 5 stars,I have had a good time with supercell till extent. For years I have played your games and spent money on them.Only now I have realised my foolishness.Never have I ever got anything good in what I buy.Also in brawl stars I spent 20 event tickets on big game and have failed to be big game every time. I demand an explanation
John Haddox,Rated 1 out of 5 stars,"Strait up crooked company, all of their competition for ""big prizes"" hand selected people.  These people can't even balance decks and give even elixir in royale. They even reproduce videos for you that doesn't show the lags in elixir. How crooked do you have to be to reshow a nonlive video. It's comical at this point how incompetent these people are and lack of customer service just tops the cake.  Stay away it's not worth frustration."
Ba Nyae Hong,Rated 1 out of 5 stars,"Clash Royale specifically. Used to be my favorite game and spend quite a few $ on it. Contacted them for a bug they had concerning with my purchase. They don't care. The only way provided way to contact them is via in game chat. It's hooked up with a robot and gave me the same answer repeatedly without any attempt to really answer me and after a few questions, it terminated the chat. HORRIBLE."
Kirk,Rated 1 out of 5 stars,"If I could give a zero I would, SCAM do not give money or pay. GAME IS RIGGED elixir slows down the more games you win, you have to purchase in order to speed elixir. Many of your opponents are fake your playing against the app designed for you not to win, this way you go and buy better players and faster elixir to win more games. No doubt a fun game but dont fall trap to paying 1.99 or 5.99 thinking it's going to get you better, I get it its entertainment but at what point did app designers start rigging things to make you keep buying more to the point where it's obvious that its setup for you to lose before you even began to play. SAD could be fun if it wasn't rigged"
Mirzinho,Rated 1 out of 5 stars,All the games Supercell makes are heavily pay-to-win and their greed for money is neverending. I hope this company goes bankrupt.
Daniel Cervantes,Rated 1 out of 5 stars,every game they make is P2W. Skill gap is damn near nonexistent as trash players can just pay their way to beating good players. Everything is overpriced so if you don’t have money well too bad. Matchmaking is also broken why am I playing level 13 with max out decks as a level 10 with not even a single card over level 11? It’s not even like a once in every 10 games it’s more like once in ever 10 games i don’t play a level 13. Worst game company ever even makes EA look like a great company and that’s saying a lot.
Amy Jones,Rated 1 out of 5 stars,This game is stealing from everyone... do not spend money here they will put it in ur but nice and gud
Lance Logan,Rated 1 out of 5 stars,"If I could give this company zero stars I would, better yet if I could give them Minus 5 stars I would, Money Grabbing company that Bans their customers for the smallest of infringements, One truly terrible company that unfortunately has gotten to big & no longer cares for their Customers & They wonder why their profits are falling, Its because you treat YOUR Customers so badly. I swear Their customer support love banning their paying customers, so I would only recommend contacting their customer support only if you really have to because they are so over zealous in banning accounts."
andrew robinson,Rated 1 out of 5 stars,"The servers that supercell uses must be dated. The connection lost and restarting has been an issue for years and they not bothered. Supercell just wants cash like all of the others.Now in boom beach they bring out the long awaited sham of a game warships aka warshits as its just that, add the connection loss and what do u get ??? Loads of people leaving the sad game compleatly. Well done supercrap uve pushed real players afar. I would recommend choosing another game that supercell are not involved in, in any way."
Jonas Hartung Tast,Rated 1 out of 5 stars,"Didn't receive the things i bought, and supercell wasn't able to help the least. Shi**y service. Everytime i then contact them they close the case immediately. Lost my money."
Jonah,Rated 1 out of 5 stars,SUPERCELL fix your broken game(brawl stars) maybe if you would fix the lag in it maybe there would be more people playing the game I just lost many times in a row due to lag and it’s not my internet because I have LTE where I am at. In conclusion... FIX YOUR GAME!
Gavin Swenson,Rated 1 out of 5 stars,"Can't maintain troop stats, nerfed anything remotely decent. Supercell, get your special minded rectums together, otherwise you'll run out of people willing to put up with your nonsense. Also the game pass was so 2017, get with it culo crunchers!"
be gone,Rated 1 out of 5 stars,"They do whatever they want, Once something is done they will not change anything,Impossible to get help when all the support agents do not care, when i requested to get revoked ban on my main account they just ignore and have now blocked me from contacting them again,  I have tried every method possible to get it unbanned! But they do not care, Ive spent 5 months and over 1000 cases trying to get it unbanned. The name of acc is: be goneTag: #Q8CQCQUQ"
GU LS HA D,Rated 1 out of 5 stars,Worst customer support. Takes seconds to lock your game account and now its been more than a year i couldnt retrieve my account. I havent received unlocked code nor any supoort or help.
Ben Rouse,Rated 1 out of 5 stars,Rosa is the most broken character in the game you litterly can’t kill her she is so stupid she just shields and the shield is impossible to break we can’t even kill her with repditive Frank ults she just shield and can’t die!! Fix Rosa or take her out of the game and this will be my favorite game ever I’ve payed a lot of money to get new brawlers who are Over powerd but can still be stopped. Rosa on the other hand just can’t be killed and I might delete the game. I try to have a favorite brawler who actually takes skill instead of hiding in bushes and using el primo or bull to just destroy me. My favorite Brawler is Penny I’ve got every skin for her she amazing and I love her. But Rosa I wouldn’t even bother using I don’t want to be a person who is only good at the game because I use a brawler litterly unable to kill.
KinG,Rated 1 out of 5 stars,the worlds shittiset company iv ever seen they dont give a crap about you at all do not buy their shiiit
Graham Johns,Rated 1 out of 5 stars,Nothing but a money hungry company. They'll act like they care and then do absolutely nothing to back that theory up. I cant believe how many times they've closed a support ticket on me without even responding.
Amanda Meehan,Rated 1 out of 5 stars,Not good at all - George T you need to read back previous messages before you send your replies - poor customer service
Erik Sciortino,Rated 1 out of 5 stars,DO not invest a penny into this game...they are incompetent when it comes to balancing their own game. Further more their customer service ignores you and it's a greedy company only looking to scam you out of your money
Matej Hurta,Rated 1 out of 5 stars,Are you familiiar with the game brawl stars it started off great I even was getting great characters but then I made a mistake a microtransaktion it was just 1 euro but since then I have had no luck at all like something was against me it has been months now and I havent got anything newand its not like im just unlucky I dont have any characters from tier epic to legendary. So do you guys thing they do this on purpose to make you buy more??? clash of clans is great tho have been playing for 5 years 😂
Nicholas Marcano,Rated 1 out of 5 stars,"Supercell is crap do not get caught don't register. Its garbage, easy to register impossible to get out if you want to unregister. I don't really put out my opinions but I have to this time to really help others DON'T REGISTER FOR SUPERCELL ITS STRAIGHT GARBAGE."
William Black 273,Rated 1 out of 5 stars,Money Hungry Game developers who don't care about what players want at all. Instead they make certain things overpowered in order to have players pay money for those certain things. All they're games are total pay to play garbage. There is no such thing as a meta when it comes to Supercell. I would never dream of spending a penny on any of this delevoper's games.
Alex Birch,Rated 5 out of 5 stars,Don't know why people are giving 1 star to this company.I play both COC and Clash royale. Its been more than an year. Best strategy game i have ever played. Good work supercell.
Tony Smith,Rated 1 out of 5 stars,"Bought some gems in Clash of Clans, got billed yet no gems were credited. Messaged their support and they say they can't help me! Scammers!"
Lulu,Rated 1 out of 5 stars,Dodgy as hell. I don't have an account with them but someone else screwed up and typed my email address into the login page. Now I'm getting unwanted emails asking me to make an account. I don't want an account. I want these intrusive and creepy wastes of space to leave me alone. So someone got their email address wrong. That does not give you the right to harass the owner of that email address. FFS. What is wrong with you people?
Ryan Swag,Rated 1 out of 5 stars,"These guys are a joke, terrible PR and they are only after your money on all their games: Clash Royale, Clash of Clans, etc.."
Cody Juhasz,Rated 4 out of 5 stars,Fix the 2 prince 2v2 challenge. i started it and my ally instantly left another time they poisened the crown tower right away. Please make so you play with it arena restricted.Other than that and a few other things i love the game.
Dylan,Rated 5 out of 5 stars,"It was 20-1-2019, while being out with friends i decided to buy a €10.99 pack to get some new brawlers. (This is for brawl stars) While the payment went trough(I did went off my bank account) but i didnt get my ingame items. So i immediatly wrote a e-mail to supercell. The next day i got a email back and the money was already back on my bank account. All i can say is that i had one of the fastest services i had. Thank you supercell."
Teodor Andrei Voiculescu,Rated 5 out of 5 stars,Please add legendaries on the shop of your best game brawl stars. Give one legendare card crow for Andrei Stars. Please. You are the best!Thanks for understanding!
Marty Venance,Rated 1 out of 5 stars,"Stop making trashy games that are freemium! Paying should be an advantage, not a necessity! Thieves!"
Rony,Rated 1 out of 5 stars,How A Real ShytCompany Looks Like ? =)) Example SuperCellAll Google Play Reviews Are Fake Bots Review Game Doesn't Even Worth 1 StarEven After Paying No One Win Its Unlimited Gambling fckingCheap Chinese Company
Bryzzle Mcintosh,Rated 1 out of 5 stars,"I would give 0 stars , but unfortunately that is not am option :(. Read all the other 1 star reports and I can tell you they are absolutely correct. This company's customer service is absolutely impossible to talk to, sure you can get ahold of a help desk technician, but you will not get help. Their algorithm goes like this, you buy stuff in game you will win some games, for a short period then it's back to playing against much more difficult players that are Impossible to beat. Impossible, well that is u less you pocket out another load of cash. Worst company ever, probably why they hide in Finland. This company needs to be sued to 6 feet deep under. They need to leave this planet. This isn't how Americans do business. Corrupt company. You will not win with their customer service. That is what they are trained to do. Do yourself and family a favor don't download the game, let alone spend an American dollar on their trash economy. You will not be satisfied in the long-term. So corrupt it makes me sick."
Daniel Pearse,Rated 1 out of 5 stars,they just money hungry hoers who doesn't give 2 💩 about there fans all they care about is money that it they basically ea little brother
Kevin Randall,Rated 1 out of 5 stars,"Just like every other mobile company that plagues this world, these guys are only after your money. Lure you in with a promissing fun game, then hit you with the LOL P2W hammer. Terrible!"
Jean-Yves,Rated 1 out of 5 stars,"Spent hundreads of dollars on clash of clans and clash royal. I changed my phone and lost my account. I followed their step-by-step way to keep my account safe but I could still not get my account back. When I contacted the customer service, apparently they can only recover your account once (biggest BS I’ve heard, like it’s a 6 hour process or something lol).Horrible horrible horrible customer service, NEVER playing a supercell game ever again!"
Sharish Shresta,Rated 1 out of 5 stars,Give Clash Royale or Clash of Clans a try and you'l understand that this company is nothing more than a ripoff that makes freemium games!
braydobomb nelson,Rated 1 out of 5 stars,Crooks!!! You spend time and money upgrading cards and then if it’s not the way they want you to play they clip your cards over and over till your cards are worthless.
Richard Croia,Rated 1 out of 5 stars,"Their new game is trash, cant play without errors, and these guys are moneygrabs! Stay away!"
Manuel Manolo,Rated 1 out of 5 stars,"Don't even give this company a try, as with most of the mobile industry, they are only after your money! Freemium model for all their games, it's just a scam really!"
Vincent Nguyen,Rated 1 out of 5 stars,"I contacted customer service to report a bugged game. I had been waiting for 2 days then they replied. However, the customer service who named Peter did not thing to solve my problem. Its true, BAD SERVICE, SuperCell !"
Xx[insert name]xX,Rated 1 out of 5 stars,"The matchmaking in both ladder and 2v2 is horrible! I am a level 9 and I keep versing people who are level 11 with way higher card levels than me. Seeing as I don’t want to go on a losing streak, I turn to 2v2 but hey, what do you know? Me and my partner with king level 9 and average cards vs king level 11’s with level 11 and 12 cards. Although I tried my best, I just quit the app (since I didn’t want to waste time) when our team had made no progress and the opponents had already smashed us. When I come back, I am temporarily banned from playing 2v2. I go into support to complain about this, and I keep getting responses from this incompetent and useless bot! Supercell, in the latest December update completely ruined the game. From battling in ladder and 2v2, to trading and donating and tournaments. They’re just a bunch of scumbags who don’t give two s**ts about the player and just care about hoarding in money. All this game has become is pay-to-win.It is no fun to play anymore and I advise you - do not get this trash game"
mutulica10,Rated 1 out of 5 stars,"So to celebrate the new patch they added the global tournament (ClashRoyale), but these betamale cucks are so incredibly greedy its actually amazing what those gold diggers are capable of...you even have to spend 500 diamonds to collect your ""reward"" after you finished the global tournament."
John Stoic,Rated 1 out of 5 stars,"Just another plague of the mobile ""freemium"" industry! They're only after your money, stay away from these cashgrabs!"
bab,Rated 4 out of 5 stars,"It looks lik the problem might have been in the older ipad that I was using. It might not have been supported, even though the ios was new enough. I bough a gn 6 and downloaded the pogram. Since then I have not had any problems. As a result of this development, I would upgrade my rating to a 4 star.HOLD BACK ON DOWN LOADING THE NEW UPDATE!!!!!!I loved playing the game UNTIL TODAY.I down loaded the new update today, Dec. 5th, and now I keep getting kicked out of the game part of the way through or my screen freezes so I can't play. By the time I exit the game and get back in, I have lost the match resulting in losing trophies and lowering my count. I have checked my version of the ios and the memory for my ipad, and both are above the minimum requirement to play this game."
Jack Doyle,Rated 1 out of 5 stars,"Trying to play any SC game is like walking into a trap: You enjoy it, and then it bites you in the 4ss with so much waiting, unless you PAY! Stay away!"
Dany Jackson,Rated 1 out of 5 stars,"The mobile industry is filled with companies like SuperCell with their freemium games. Free to play, pay to win! Don't install any of their games!"
lex,Rated 1 out of 5 stars,"HORRIBLE AWFUL DISCRIMINATORY CORRUPTED ILLEGAL ""HELP SUPPORT"". THEY ARE NASTY, LAZY, UNEDUCATED, AND NOT RESPONSIVE TO YOUR NEEDS.  REPORT THIS GAME SO IT COULD BE CLOSED DOWN!!!"
Bradley Cooper,Rated 1 out of 5 stars,"Supercell cheats players out of their purchases. Here’s how. Opponents are allowed to capture resources (credits) when attacking, right? That’s the premise of the game. But when you buy resource credits via the discount offers, your purchased credits are commingled with your raid credits in the same storage location. This causes your purchased credits to become vulnerable. The problem is is that my purchased credits are unprotected. The discounted credits I received when buying from Supercell’s in game advertisements are effectively repossessed with every subsequent opponent attack. Additionally, My attacks go unrewarded because my storage accounts are full. Think about this for a minute. I attack you, I win credits (resources) from you, Supercell debits your storage accounts, Supercell keeps your credits because my storage accounts are full. Supercell’s response: Read item 2.3 of the TERMS OF SERVICE. In short, Supercell customer service confirmed that I have no right or title claim to any virtual items purchased. Spend your money wisely. Their accounting practices are suspect and thus vulnerable to class action."
Katherine Rose,Rated 1 out of 5 stars,"I am ashamed to say that I used to spend quite a bit of time and money on Clash Royale, one of Supercell's mobile games. I have been a loyal player for over a year now with no complaints. Until, two days ago. My husband and I were discussing a trade agreement in the game and after completing the trade, we experienced a bug in the game, in which my account was not credited the appropriate amount of items that I had used a token for. For those who are more curious about the specifics, I did not receive the 10 Executioners that my Clan Leader, aka my husband, had traded to me in exchange for 10 Hunters. I am out of one Epic token as well as 10 Executioners and my husband is minus the 10 executioners...so... they're somewhere, just not in either of our accounts. This would seem like a small issue and one that, frankly I figured Supercell would just rectify. Instead I have spent the past 2 days going back and forth with one of their customer service representatives, Serzio, and he has been unwilling to resolve the situation. He closed our conversation and I was not even able to ask to speak with a manager. I sent another message to support and Alex pleasantly offered his assistance. I had to re-explain what happened and he said that everything was correct on their end and I must have remembered it wrong. I wasn't the only one to see that my number of Executioners didn't increase. My husband was looking at it with me. Because of this experience, I will be uninstalling all Supercell games on all our devices and no longer contributing to their business. I suggest everyone else do the same because this company does not care to make things right when they have done wrong. Thanks for reading and happy gaming! Just not with Supercell."
Fabi@7026,Rated 5 out of 5 stars,Best mobile game
Ilo,Rated 1 out of 5 stars,Help center is useless When ever you message them with a problem nobody responds
Heng yihui,Rated 1 out of 5 stars,Help center is not helpful though. Really disappointed as I seek for help to recover my account but the result is they banned my account permanently without any reasons or an official letter or email.
Steven Dog,Rated 1 out of 5 stars,"I have had to talk to customer service on multiple occasions in order to recover accounts that i have had on previous devices and the wait time for a response was always pretty long (always at least 24 hours), but my most recent issue was caused by me wanting to change the email on my supercell id. I asked to change the email and they locked me out of the account completely without sending me a code to get back in. I had been waiting 2-3 days inbetween each message to get a response when all of the progress i had made towards recovering my account had been lost due to the conversation being erased.The name of the villiage is Drew in the clan Tools Of Death"
Mohamed Wagdi,Rated 1 out of 5 stars,"I have had a village for about 4 years now, and when I tried to transfer it from my Samsung tablet, because it was old and it sucked, so I wanted to swap it to my IOS device, I gave them all the info, even the device name(The Samsung one) but I was missing the date the village was made, tell me who has a right mind to give two dams about remembering the date, then the permanently banned my IOS device account the I was using for the time to raplace it.It said that I was banned for account phishing although I had the account I tried to convert to my device in front of me.These people don’t care about their customers, they basically stole 25$ from me, the day after I bought the gems, I got banned, idk if I can sue them, but if I can that’s sweet."
Garret,Rated 1 out of 5 stars,CUSTOMER SERVICE IS ATROCIOUS!!!!I have had an issue with my shop for a week and a half. After multiple support tickets I am now being ignored it seems...
Linda M,Rated 1 out of 5 stars,"In April and May, I got a log of the diamonds I spent and I noticed there were 38 diamonds that I NEVER confirmed. I have diamond confirmation on and I do spend diamonds, but these LOST diamonds were never confirmed by me. I have emailed Supercell since May only to get a canned answer or they would ignore me. There were answers from Sofia, Michael, Spiros just to mention a few. They will respond one time and then ignore you and this was confirmed (lol) via the Supercell forums. How does a company with any integrity do that... well the answer is simple, Supercell has ZERO integrity and they steal. Those little diamonds are so precious, that even they want to take them! I have decided to delete the game from both my devices. I so angry at 'support' and I left my hood and let them all know why... they are hoping I get my diamonds back so I can come back to play. I'm a high level player and I won't allow a company to steal from me."
Jon “Jonwell”,Rated 1 out of 5 stars,I have been playing Clash Royale for 2 years now and I am disappointed because I basically know the patterns and schemes on how the matchmaking works for each player every time you play a game and you are going to lose the other player always uses emojis on you basically calling you a crybaby. And then when you paly another game and you are winning the other player never responds or sees your emojis because it's turned off because the Clash Royale server has always match you with another person that cannot see your emojis simple stuff like that it really ticks me off. It's so obvious each game is rigged!
MokeSavvy Mike,Rated 1 out of 5 stars,"I understand their games have a pay-to-win structure but even if you do pay, they're going to do a later ""balance"" that will make all your invested elixir/gold/gems completely worthless. Don't get me started on the abysmal matchmaking system in Royale.I won't be spending another dime on supercell products. They're q ckomplete joke."
A-Stacy Ward,Rated 1 out of 5 stars,Since supercell didn't send me the link that I tried too many times am deleting the game. I spent at least $15 a week on diamonds because I played with 2 of my facebook account now you won't get any more money from me. I got locked out for trying too many times for which they never sent me the 6 digit code so good luck with fixing that am not participating any longer.
Joe,Rated 1 out of 5 stars,"Supercell Customer Support deletes tickets without responding.  They even delete tickets that ask where the previous ticket went (without responding).  The rare occasion that Supercell responds, it is clear that they have not read the ticket."
Leonel Espinoza,Rated 1 out of 5 stars,Straight up trash company with trash games preying on the dumb people dumb enough to pay them money
Ral,Rated 1 out of 5 stars,Greedy and unethical thieves. Rigged gameplay to extract maximum cash from players. They even take money for nothing are refuse to refund. Just read their appalling terms of service. Can't believe they are even legal. Their customer service is a disgrace with arrogant responses and they just delete all messages if challenged. Simply the worst kind of business model imaginable.
Fayke Wan2,Rated 1 out of 5 stars,They constantly change game play.Support sux.One is almost sure what Supercell will do based on how many players they can p**s off in one motion it seems. Too obvious that this company has no idea how to support their players. Patronizing unprofessional behavior.
Jonathan Faulkner,Rated 1 out of 5 stars,Bad company that DON'T FOLLOW THERE OWN RULES ... Clash Royale Team are very Guilty of This as they don't follow there own policy of fair play when you push the issues they banned you from the game they a bunch of babies driven by there own self greed in the game.  They defend dirty play in the game and alter information on the cards which can be seen as nothing but CHEATING regardless if they call it balancing that they said they go on feedback from the players of the game I have seen NO prefer of this so I suggest is nothing more than a Lie on there part .  There Hallmark of Fair play is a joke they don't know the difference from fair play and dirty play. The Team Clash Royale have a Fetish for Facial hair as its mentioned on at least 6 or 7 Cards in the game ...PLAYERS ARE NOT BOTHERED WITH FACIAL HAIR as players don't have a fetish for it . THEY DON'T CARE ABOUT THE PLAYERS OF THE GAME AT ALL they rigg all the battles and the Wars and a team of greedy low life scum
Janet Long,Rated 1 out of 5 stars,Spoke to a helpful goblin yes goblin to recover one of my 4 clash ofClans bases .Spent 2 months proving it was my bases helpful goblin had a Different name every time I spoke to it.Already have a base on game centre so couldn’t recover that way.They said they could do an overwrite but because my son had an overwrite when his iPad died last year they could not do it again.Unfortunately we have all bases on same Apple ID.So more of Tolkien goblin than a helpful one .
Ashley Pinnock,Rated 4 out of 5 stars,i see a lot of people moaning about how there attacks suck because they don't make online purchases i don't make online purchases but my attacks are still solid its the way you drop your troops not the company trying to make you buy more
Abdelah ns,Rated 1 out of 5 stars,They don't care about players nor fanbase. all they is make a pay to win game after another. and higher the prices to a really unfair amount. they ask for too much for too little. Supercell is an example on how disgusting greed is.
